line top point : (594000.956, 5753195.131)	 line bottom point : (594000.956, 5745470.425) 	 left # : 1498 	 right # : 1570 	 overlap_with_division_line # : 333
line top point : (596004.956, 5753195.131)	 line bottom point : (596004.956, 5745470.425) 	 left # : 2902 	 right # : 162 	 overlap_with_division_line # : 337
line top point : (596005.956, 5753195.131)	 line bottom point : (596005.956, 5745470.425) 	 left # : 2902 	 right # : 162 	 overlap_with_division_line # : 337
line top point : (596006.956, 5753195.131)	 line bottom point : (596006.956, 5745470.425) 	 left # : 2902 	 right # : 162 	 overlap_with_division_line # : 337
line top point : (596007.956, 5753195.131)	 line bottom point : (596007.956, 5745470.425) 	 left # : 2902 	 right # : 162 	 overlap_with_division_line # : 337
line top point : (596008.956, 5753195.131)	 line bottom point : (596008.956, 5745470.425) 	 left # : 2902 	 right # : 162 	 overlap_with_division_line # : 337
line top point : (596009.956, 5753195.131)	 line bottom point : (596009.956, 5745470.425) 	 left # : 2902 	 right # : 162 	 overlap_with_division_line # : 337
line top point : (596010.956, 5753195.131)	 line bottom point : (596010.956, 5745470.425) 	 left # : 2902 	 right # : 162 	 overlap_with_division_line # : 337
line top point : (596011.956, 5753195.131)	 line bottom point : (596011.956, 5745470.425) 	 left # : 2902 	 right # : 162 	 overlap_with_division_line # : 337
line top point : (596012.956, 5753195.131)	 line bottom point : (596012.956, 5745470.425) 	 left # : 2904 	 right # : 161 	 overlap_with_division_line # : 336
line top point : (596013.956, 5753195.131)	 line bottom point : (596013.956, 5745470.425) 	 left # : 2904 	 right # : 161 	 overlap_with_division_line # : 336
line top point : (596014.956, 5753195.131)	 line bottom point : (596014.956, 5745470.425) 	 left # : 2904 	 right # : 161 	 overlap_with_division_line # : 336
line top point : (596015.956, 5753195.131)	 line bottom point : (596015.956, 5745470.425) 	 left # : 2904 	 right # : 161 	 overlap_with_division_line # : 336
line top point : (596016.956, 5753195.131)	 line bottom point : (596016.956, 5745470.425) 	 left # : 2906 	 right # : 159 	 overlap_with_division_line # : 336
line top point : (596017.956, 5753195.131)	 line bottom point : (596017.956, 5745470.425) 	 left # : 2906 	 right # : 159 	 overlap_with_division_line # : 336
line top point : (596018.956, 5753195.131)	 line bottom point : (596018.956, 5745470.425) 	 left # : 2906 	 right # : 159 	 overlap_with_division_line # : 336
line top point : (596019.956, 5753195.131)	 line bottom point : (596019.956, 5745470.425) 	 left # : 2906 	 right # : 159 	 overlap_with_division_line # : 336
line top point : (596020.956, 5753195.131)	 line bottom point : (596020.956, 5745470.425) 	 left # : 2906 	 right # : 159 	 overlap_with_division_line # : 336
line top point : (596021.956, 5753195.131)	 line bottom point : (596021.956, 5745470.425) 	 left # : 2906 	 right # : 159 	 overlap_with_division_line # : 336
line top point : (596022.956, 5753195.131)	 line bottom point : (596022.956, 5745470.425) 	 left # : 2906 	 right # : 159 	 overlap_with_division_line # : 336
line top point : (596023.956, 5753195.131)	 line bottom point : (596023.956, 5745470.425) 	 left # : 2908 	 right # : 157 	 overlap_with_division_line # : 336
line top point : (596024.956, 5753195.131)	 line bottom point : (596024.956, 5745470.425) 	 left # : 2912 	 right # : 153 	 overlap_with_division_line # : 336
line top point : (596025.956, 5753195.131)	 line bottom point : (596025.956, 5745470.425) 	 left # : 2914 	 right # : 151 	 overlap_with_division_line # : 336
line top point : (596026.956, 5753195.131)	 line bottom point : (596026.956, 5745470.425) 	 left # : 2914 	 right # : 151 	 overlap_with_division_line # : 336
line top point : (596027.956, 5753195.131)	 line bottom point : (596027.956, 5745470.425) 	 left # : 2914 	 right # : 151 	 overlap_with_division_line # : 336
line top point : (596028.956, 5753195.131)	 line bottom point : (596028.956, 5745470.425) 	 left # : 2914 	 right # : 151 	 overlap_with_division_line # : 336
line top point : (596029.956, 5753195.131)	 line bottom point : (596029.956, 5745470.425) 	 left # : 2914 	 right # : 151 	 overlap_with_division_line # : 336
line top point : (596030.956, 5753195.131)	 line bottom point : (596030.956, 5745470.425) 	 left # : 2914 	 right # : 151 	 overlap_with_division_line # : 336
line top point : (596031.956, 5753195.131)	 line bottom point : (596031.956, 5745470.425) 	 left # : 2914 	 right # : 151 	 overlap_with_division_line # : 336
line top point : (596032.956, 5753195.131)	 line bottom point : (596032.956, 5745470.425) 	 left # : 2916 	 right # : 149 	 overlap_with_division_line # : 336
line top point : (596033.956, 5753195.131)	 line bottom point : (596033.956, 5745470.425) 	 left # : 2916 	 right # : 149 	 overlap_with_division_line # : 336
line top point : (596034.956, 5753195.131)	 line bottom point : (596034.956, 5745470.425) 	 left # : 2917 	 right # : 148 	 overlap_with_division_line # : 336
line top point : (596035.956, 5753195.131)	 line bottom point : (596035.956, 5745470.425) 	 left # : 2917 	 right # : 148 	 overlap_with_division_line # : 336
line top point : (596036.956, 5753195.131)	 line bottom point : (596036.956, 5745470.425) 	 left # : 2918 	 right # : 147 	 overlap_with_division_line # : 336
line top point : (596037.956, 5753195.131)	 line bottom point : (596037.956, 5745470.425) 	 left # : 2918 	 right # : 147 	 overlap_with_division_line # : 336
line top point : (596038.956, 5753195.131)	 line bottom point : (596038.956, 5745470.425) 	 left # : 2918 	 right # : 147 	 overlap_with_division_line # : 336
line top point : (596039.956, 5753195.131)	 line bottom point : (596039.956, 5745470.425) 	 left # : 2918 	 right # : 147 	 overlap_with_division_line # : 336
line top point : (596040.956, 5753195.131)	 line bottom point : (596040.956, 5745470.425) 	 left # : 2918 	 right # : 147 	 overlap_with_division_line # : 336
line top point : (596041.956, 5753195.131)	 line bottom point : (596041.956, 5745470.425) 	 left # : 2918 	 right # : 145 	 overlap_with_division_line # : 338
line top point : (596042.956, 5753195.131)	 line bottom point : (596042.956, 5745470.425) 	 left # : 2920 	 right # : 143 	 overlap_with_division_line # : 338
line top point : (596043.956, 5753195.131)	 line bottom point : (596043.956, 5745470.425) 	 left # : 2920 	 right # : 143 	 overlap_with_division_line # : 338
line top point : (596044.956, 5753195.131)	 line bottom point : (596044.956, 5745470.425) 	 left # : 2920 	 right # : 143 	 overlap_with_division_line # : 338
line top point : (596045.956, 5753195.131)	 line bottom point : (596045.956, 5745470.425) 	 left # : 2920 	 right # : 143 	 overlap_with_division_line # : 338
line top point : (596046.956, 5753195.131)	 line bottom point : (596046.956, 5745470.425) 	 left # : 2924 	 right # : 140 	 overlap_with_division_line # : 337
line top point : (596047.956, 5753195.131)	 line bottom point : (596047.956, 5745470.425) 	 left # : 2924 	 right # : 140 	 overlap_with_division_line # : 337
line top point : (596048.956, 5753195.131)	 line bottom point : (596048.956, 5745470.425) 	 left # : 2924 	 right # : 140 	 overlap_with_division_line # : 337
line top point : (596049.956, 5753195.131)	 line bottom point : (596049.956, 5745470.425) 	 left # : 2926 	 right # : 138 	 overlap_with_division_line # : 337
line top point : (596050.956, 5753195.131)	 line bottom point : (596050.956, 5745470.425) 	 left # : 2930 	 right # : 134 	 overlap_with_division_line # : 337
line top point : (596051.956, 5753195.131)	 line bottom point : (596051.956, 5745470.425) 	 left # : 2930 	 right # : 134 	 overlap_with_division_line # : 337
line top point : (596052.956, 5753195.131)	 line bottom point : (596052.956, 5745470.425) 	 left # : 2930 	 right # : 134 	 overlap_with_division_line # : 337
line top point : (596053.956, 5753195.131)	 line bottom point : (596053.956, 5745470.425) 	 left # : 2930 	 right # : 134 	 overlap_with_division_line # : 337
line top point : (596054.956, 5753195.131)	 line bottom point : (596054.956, 5745470.425) 	 left # : 2930 	 right # : 134 	 overlap_with_division_line # : 337
line top point : (596055.956, 5753195.131)	 line bottom point : (596055.956, 5745470.425) 	 left # : 2930 	 right # : 134 	 overlap_with_division_line # : 337
line top point : (596056.956, 5753195.131)	 line bottom point : (596056.956, 5745470.425) 	 left # : 2930 	 right # : 134 	 overlap_with_division_line # : 337
line top point : (596057.956, 5753195.131)	 line bottom point : (596057.956, 5745470.425) 	 left # : 2930 	 right # : 134 	 overlap_with_division_line # : 337
line top point : (596058.956, 5753195.131)	 line bottom point : (596058.956, 5745470.425) 	 left # : 2932 	 right # : 132 	 overlap_with_division_line # : 337
line top point : (596059.956, 5753195.131)	 line bottom point : (596059.956, 5745470.425) 	 left # : 2934 	 right # : 130 	 overlap_with_division_line # : 337
line top point : (596060.956, 5753195.131)	 line bottom point : (596060.956, 5745470.425) 	 left # : 2934 	 right # : 130 	 overlap_with_division_line # : 337
line top point : (596061.956, 5753195.131)	 line bottom point : (596061.956, 5745470.425) 	 left # : 2934 	 right # : 130 	 overlap_with_division_line # : 337
line top point : (596062.956, 5753195.131)	 line bottom point : (596062.956, 5745470.425) 	 left # : 2934 	 right # : 130 	 overlap_with_division_line # : 337
line top point : (596063.956, 5753195.131)	 line bottom point : (596063.956, 5745470.425) 	 left # : 2934 	 right # : 130 	 overlap_with_division_line # : 337
line top point : (596064.956, 5753195.131)	 line bottom point : (596064.956, 5745470.425) 	 left # : 2934 	 right # : 130 	 overlap_with_division_line # : 337
line top point : (596065.956, 5753195.131)	 line bottom point : (596065.956, 5745470.425) 	 left # : 2936 	 right # : 128 	 overlap_with_division_line # : 337
line top point : (596066.956, 5753195.131)	 line bottom point : (596066.956, 5745470.425) 	 left # : 2938 	 right # : 126 	 overlap_with_division_line # : 337
line top point : (596067.956, 5753195.131)	 line bottom point : (596067.956, 5745470.425) 	 left # : 2938 	 right # : 126 	 overlap_with_division_line # : 337
line top point : (596068.956, 5753195.131)	 line bottom point : (596068.956, 5745470.425) 	 left # : 2938 	 right # : 126 	 overlap_with_division_line # : 337
line top point : (596069.956, 5753195.131)	 line bottom point : (596069.956, 5745470.425) 	 left # : 2938 	 right # : 126 	 overlap_with_division_line # : 337
line top point : (596070.956, 5753195.131)	 line bottom point : (596070.956, 5745470.425) 	 left # : 2938 	 right # : 126 	 overlap_with_division_line # : 337
line top point : (596071.956, 5753195.131)	 line bottom point : (596071.956, 5745470.425) 	 left # : 2939 	 right # : 125 	 overlap_with_division_line # : 337
line top point : (596072.956, 5753195.131)	 line bottom point : (596072.956, 5745470.425) 	 left # : 2941 	 right # : 123 	 overlap_with_division_line # : 337
line top point : (596073.956, 5753195.131)	 line bottom point : (596073.956, 5745470.425) 	 left # : 2941 	 right # : 123 	 overlap_with_division_line # : 337
line top point : (596074.956, 5753195.131)	 line bottom point : (596074.956, 5745470.425) 	 left # : 2941 	 right # : 123 	 overlap_with_division_line # : 337
line top point : (596075.956, 5753195.131)	 line bottom point : (596075.956, 5745470.425) 	 left # : 2943 	 right # : 121 	 overlap_with_division_line # : 337
line top point : (596076.956, 5753195.131)	 line bottom point : (596076.956, 5745470.425) 	 left # : 2943 	 right # : 121 	 overlap_with_division_line # : 337
line top point : (596077.956, 5753195.131)	 line bottom point : (596077.956, 5745470.425) 	 left # : 2943 	 right # : 121 	 overlap_with_division_line # : 337
line top point : (596078.956, 5753195.131)	 line bottom point : (596078.956, 5745470.425) 	 left # : 2945 	 right # : 119 	 overlap_with_division_line # : 337
line top point : (596079.956, 5753195.131)	 line bottom point : (596079.956, 5745470.425) 	 left # : 2945 	 right # : 119 	 overlap_with_division_line # : 337
line top point : (596080.956, 5753195.131)	 line bottom point : (596080.956, 5745470.425) 	 left # : 2949 	 right # : 115 	 overlap_with_division_line # : 337
line top point : (596081.956, 5753195.131)	 line bottom point : (596081.956, 5745470.425) 	 left # : 2949 	 right # : 115 	 overlap_with_division_line # : 337
line top point : (596082.956, 5753195.131)	 line bottom point : (596082.956, 5745470.425) 	 left # : 2949 	 right # : 115 	 overlap_with_division_line # : 337
line top point : (596083.956, 5753195.131)	 line bottom point : (596083.956, 5745470.425) 	 left # : 2951 	 right # : 113 	 overlap_with_division_line # : 337
line top point : (596084.956, 5753195.131)	 line bottom point : (596084.956, 5745470.425) 	 left # : 2953 	 right # : 111 	 overlap_with_division_line # : 337
line top point : (596085.956, 5753195.131)	 line bottom point : (596085.956, 5745470.425) 	 left # : 2953 	 right # : 111 	 overlap_with_division_line # : 337
line top point : (596086.956, 5753195.131)	 line bottom point : (596086.956, 5745470.425) 	 left # : 2953 	 right # : 111 	 overlap_with_division_line # : 337
line top point : (596087.956, 5753195.131)	 line bottom point : (596087.956, 5745470.425) 	 left # : 2953 	 right # : 111 	 overlap_with_division_line # : 337
line top point : (596088.956, 5753195.131)	 line bottom point : (596088.956, 5745470.425) 	 left # : 2954 	 right # : 110 	 overlap_with_division_line # : 337
line top point : (596089.956, 5753195.131)	 line bottom point : (596089.956, 5745470.425) 	 left # : 2954 	 right # : 110 	 overlap_with_division_line # : 337
line top point : (596090.956, 5753195.131)	 line bottom point : (596090.956, 5745470.425) 	 left # : 2955 	 right # : 109 	 overlap_with_division_line # : 337
line top point : (596091.956, 5753195.131)	 line bottom point : (596091.956, 5745470.425) 	 left # : 2955 	 right # : 109 	 overlap_with_division_line # : 337
line top point : (596092.956, 5753195.131)	 line bottom point : (596092.956, 5745470.425) 	 left # : 2955 	 right # : 109 	 overlap_with_division_line # : 337
